93019		32		0		0.000029			545			1480
93019		31		0		0.000020			437			1461
93019		30		0		0.000018			447			1440
93019		29		0		0.000017			465			1391
93019		28		0		0.000018			463			1267
93019		27		0		0.000022			400			1244
93019		26		0		0.000015			426			1182
93019		25		0		0.000013			494			1172
93019		24		0		0.000012			406			1091
93019		23		0		0.000011			370			1014
93019		22		0		0.000010			399			1007
93019		21		0		0.000010			341			988
93019		20		0		0.000009			357			888
93019		19		0		0.000008			335			895
93019		18		0		0.000008			328			840
93019		17		0		0.000007			327			722
