91153		1		1		0.000006			1000000000			29
91153		2		2		0.000001			1000000000			81
91153		3		3		0.000002			1000000000			111
91153		4		19		0.000002			1000000000			141
91153		5		18		0.000004			1000000000			227
91153		6		113		0.000017			1000000000			234
91153		7		444		0.000068			1000000000			283
91153		8		386		0.000224			1000000000			327
91153		9		1044		0.000608			1000000000			370
91153		10		249		0.000498			1000000000			451
91153		11		197		0.002123			1000000000			507
91153		12		1223		0.011940			1000000000			563
91153		13		951		0.025882			1000000000			631
91153		14		3405		0.213112			1000000000			694
91153		15		7279		16.754444			1000000000			685
91153		16		47630		4.975278			1000000000			736
91153		17		52527		190.926497			1000000000			796
