93019		1		1		0.000			28			28
93019		2		2		0.000			57			58
93019		3		6		0.000			62			97
93019		4		24		0.000			101			168
93019		5		120		0.000			118			194
93019		6		720		0.000			118			236
93019		7		5040		0.000			149			317
93019		8		40320		0.001			162			341
93019		9		362880		0.005			184			396
93019		10		3628800		0.056			179			450
93019		11		39916800		0.612			213			507
93019		12		479001600		8.457			189			553
93019		13		6227020800		104.279			224			632
93019		14		87178291200		1535.457			234			660
