91153		1		1		0.000			29			29
91153		2		2		0.000			52			81
91153		3		6		0.000			64			111
91153		4		24		0.000			84			141
91153		5		120		0.000			136			227
91153		6		720		0.000			116			234
91153		7		5040		0.000			161			283
91153		8		40320		0.001			156			327
91153		9		362880		0.005			162			370
91153		10		3628800		0.053			198			451
91153		11		39916800		0.588			227			507
91153		12		479001600		8.545			224			563
91153		13		6227020800		102.573			213			631
91153		14		87178291200		1482.384			251			694
