93019		1		1		0.000006			28			-1000000000
93019		2		2		0.000003			57			-1000000000
93019		3		6		0.000001			62			-1000000000
93019		4		11		0.000003			101			-1000000000
93019		5		18		0.000004			118			-1000000000
93019		6		21		0.000010			118			-1000000000
93019		7		49		0.000017			149			-1000000000
93019		8		152		0.000132			162			-1000000000
93019		9		735		0.000684			184			-1000000000
93019		10		71		0.001475			179			-1000000000
93019		11		1937		0.004964			213			-1000000000
93019		12		3882		0.031452			189			-1000000000
93019		13		962		0.014978			224			-1000000000
93019		14		4801		1.563413			234			-1000000000
93019		15		12607		0.765747			213			-1000000000
93019		16		4120		0.500563			253			-1000000000
93019		17		118861		140.767984			291			-1000000000
