93195		1		0		0.000003			31			-1000000000
93195		2		0		0.000002			20			-1000000000
93195		3		0		0.000001			68			-1000000000
93195		4		0		0.000001			87			-1000000000
93195		5		0		0.000002			95			-1000000000
93195		6		0		0.000001			162			-1000000000
93195		7		0		0.000002			173			-1000000000
93195		8		0		0.000002			186			-1000000000
93195		9		0		0.000001			206			-1000000000
93195		10		0		0.000002			192			-1000000000
93195		11		0		0.000002			223			-1000000000
93195		12		0		0.000001			234			-1000000000
93195		13		0		0.000002			227			-1000000000
93195		14		0		0.000003			252			-1000000000
93195		15		0		0.000002			295			-1000000000
93195		16		0		0.000003			307			-1000000000
93195		17		0		0.000003			346			-1000000000
93195		18		0		0.000002			327			-1000000000
93195		19		0		0.000003			318			-1000000000
93195		20		0		0.000003			343			-1000000000
93195		21		0		0.000003			361			-1000000000
93195		22		0		0.000003			372			-1000000000
93195		23		0		0.000003			378			-1000000000
93195		24		0		0.000004			387			-1000000000
93195		25		0		0.000004			370			-1000000000
93195		26		0		0.000003			480			-1000000000
93195		27		0		0.000003			454			-1000000000
93195		28		0		0.000004			442			-1000000000
93195		29		0		0.000004			465			-1000000000
93195		30		0		0.000004			450			-1000000000
93195		31		0		0.000004			510			-1000000000
93195		32		0		0.000005			537			-1000000000
