93195		1		1		0.000006			31			-1000000000
93195		2		1		0.000002			20			-1000000000
93195		3		4		0.000001			68			-1000000000
93195		4		13		0.000002			87			-1000000000
93195		5		10		0.000011			95			-1000000000
93195		6		70		0.000015			149			-1000000000
93195		7		175		0.000067			148			-1000000000
93195		8		148		0.000105			152			-1000000000
93195		9		116		0.000066			179			-1000000000
93195		10		260		0.001068			173			-1000000000
93195		11		218		0.008941			185			-1000000000
93195		12		1490		0.019775			200			-1000000000
93195		13		70271		1.151501			208			-1000000000
93195		14		3316		0.075873			233			-1000000000
93195		15		8976		0.493055			265			-1000000000
93195		16		6514		2.462090			243			-1000000000
93195		17		22748		86.702978			287			-1000000000
