93195		1		1		0.000007			1000000000			31
93195		2		2		0.000002			1000000000			61
93195		3		2		0.000003			1000000000			122
93195		4		5		0.000002			1000000000			148
93195		5		31		0.000004			1000000000			207
93195		6		23		0.000007			1000000000			261
93195		7		267		0.000056			1000000000			282
93195		8		111		0.000034			1000000000			372
93195		9		1704		0.001268			1000000000			397
93195		10		627		0.001308			1000000000			440
93195		11		1371		0.004057			1000000000			497
93195		12		11650		0.035653			1000000000			522
93195		13		3796		0.264069			1000000000			573
93195		14		8485		0.333519			1000000000			665
93195		15		2852		2.754513			1000000000			679
93195		16		4246		3.097063			1000000000			720
93195		17		62053		351.965068			1000000000			779
