93019		1		1		0.000006			1000000000			28
93019		2		2		0.000001			1000000000			58
93019		3		3		0.000002			1000000000			97
93019		4		9		0.000002			1000000000			168
93019		5		8		0.000003			1000000000			194
93019		6		63		0.000017			1000000000			236
93019		7		77		0.000046			1000000000			317
93019		8		574		0.000169			1000000000			341
93019		9		986		0.000635			1000000000			396
93019		10		155		0.001232			1000000000			450
93019		11		116		0.004870			1000000000			507
93019		12		192		0.003978			1000000000			553
93019		13		2943		0.065502			1000000000			632
93019		14		5384		0.360722			1000000000			660
93019		15		10122		4.550273			1000000000			680
93019		16		1986		7.215643			1000000000			742
93019		17		455		30.395620			1000000000			792
