91153		1		0		0.000002			29			-1000000000
91153		2		0		0.000002			52			-1000000000
91153		3		0		0.000003			79			-1000000000
91153		4		0		0.000002			90			-1000000000
91153		5		0		0.000000			136			-1000000000
91153		6		0		0.000001			156			-1000000000
91153		7		0		0.000002			177			-1000000000
91153		8		0		0.000001			184			-1000000000
91153		9		0		0.000001			194			-1000000000
91153		10		0		0.000002			205			-1000000000
91153		11		0		0.000002			245			-1000000000
91153		12		0		0.000002			272			-1000000000
91153		13		0		0.000002			228			-1000000000
91153		14		0		0.000003			321			-1000000000
91153		15		0		0.000008			291			-1000000000
91153		16		0		0.000002			306			-1000000000
91153		17		0		0.000003			282			-1000000000
91153		18		0		0.000003			302			-1000000000
91153		19		0		0.000003			384			-1000000000
91153		20		0		0.000003			347			-1000000000
91153		21		0		0.000002			394			-1000000000
91153		22		0		0.000004			391			-1000000000
91153		23		0		0.000004			396			-1000000000
91153		24		0		0.000004			355			-1000000000
91153		25		0		0.000003			400			-1000000000
91153		26		0		0.000003			433			-1000000000
91153		27		0		0.000008			417			-1000000000
91153		28		0		0.000004			437			-1000000000
91153		29		0		0.000003			424			-1000000000
91153		30		0		0.000004			468			-1000000000
91153		31		0		0.000006			495			-1000000000
91153		32		0		0.000004			467			-1000000000
